,base_text,tweet_class
17914,#JAILED | A man who brandished an imitation firearm at an organised gang fight in #Westminster has been sentenced to more than two years’ imprisonment,1
40444,"The public vote for our #BraveryAward is now closed. Your winner will be announced on Monday, 11 March.

Stay tuned to @MetPoliceUK and @MPSontheStreet to hear more about our extraordinary nominees. Thanks to all who voted! #MPSAwards",2
10127,#ARRESTS: Two men were arrested and an array of weapons recovered following a foot chase by Violent Crime Taskforce officers in the #Orpington area,1
21169,"1/2 Police are on scene at two locations in #Westminster after  a number of demonstrators gathered.

A small number arrests have been made at each site for  breach of Covid-19 regulations and some FPNs issued.",1
32577,"Appeal for witnesses and footage following an aggravated burglary in #CollierRow #Havering yesterday morning (18Sep). If you can assist, pls call police on 101, quote ref: 1595/18SEP19.",3
23676,"A man has been arrested following a pursuit of a suspect vehicle from east London onto the #M11 near #Chigwell

A number of police cars were damaged as the pursuit ended. 

@EssexPoliceUK are working to reopen junctions 6 to 4 as soon as possible.

There were no serious injuries.",1
26137,"#CHARGE

Two men have been charged with the murder of 24-yr-old Lennox Nigel Alcendor in #Cricklewood #Brent",1
6629,"Detectives investigating the attempted murder of Sasha Johnson in #Southwark have charged a man.

Cameron Deriggs, 18, of #Lewisham, will appear at Westminster Mags tomorrow charged with conspiracy to murder.

Four other males have been released on bail.",1
26498,"Police have confirmed that a man who was shot in Queens Park, #Brent, has died of his injuries.

Eraj Seifi, 46 [pictured], was attacked on 29 January. Two people have been charged in connection with his death.",1
18788,"#APPEAL #SHARE

An 80year-old woman was robbed of her mobile phone on a bus in #Bexley in June. 

Police would like to speak to this male in connection with the incident. Do you know him?

Call the Roads &amp; Transport Command via 101 or 0208 284 9115.",3
35992,Tune in to @LBC radio this morning from 8am where Commissioner Cressida Dick will be speaking with @NickFerrariLBC about policing in #London,1
39359,Trident detectives investigating shots fired at Figge’s Marsh in #Mitcham are appealing for anyone with footage of the incident to come forward,3
38778,Five fraudsters who conned vulnerable victims out of nearly £1m whilst purporting to be fine-wine brokers have been jailed. Christopher Brummit [pic] was jailed in his absence - do you know his whereabouts?,3
38083,"We look back and commemorate those officers who sadly lost their lives during their service in the Met Police.

#WeRemember PC Garry Alexander Wells and PC Robert Stanley Beazer who died on duty this week in 2003 and 1971.

#LestWeForget",2
26351,"#CONVICTION | A man and a woman have been convicted of the killing of a man whose body was fund in April 2017

Paul Tong, 54. suffered fatal injuries caused by being hit with a dumbbell.",1
21940,"Exercising or relaxing in one of our great London parks this weekend? 

Please #StayAlert and follow social distancing guidance",1
21085,"Thank you to our amazing volunteers who continue to go above and beyond to help out - your help and support is amazing and we can't thank you enough for all the countless hours you have given. 

Have you thought about being a volunteer? Visit:",1
370,"We work with @TerrorismPolice to prevent vulnerable people being drawn down a dangerous path towards extremism.

If you're concerned about a loved one then visit #ACTEarly for support and advice.",1
16494,"Commander Kyle Gordon said: “I would urge anyone considering gathering in groups of more than 30 to consider the risk to themselves and others. """,1
37458,"100 years on, we're celebrating the pioneering Met women in a historical event. Follow #100YearsStrong tomorrow to see the highlights from a service at Westminster Abbey which will echo events of a century ago and pay tribute to our inspirational women of the past and present",2
12930,"A teenager who reached 180mph in attempt to evade police has pleaded guilty.

Watch the moment officers moved in to arrest him as he attempted to re-fuel. Massive thank you to our colleagues in @NPASSouthEast for their support!",2
36998,"A brazen thief who used a moped to carry out a snatch theft crime spree across #London and mercilessly, physically assaulted two of his victims has been #jailed thanks to the tenacity of our Op Venice investigators.

#WATCH one of his thefts captured on CCTV.",1
7064,"Help save further families from going through this pain.

Every little bit of information about knife crime helps towards our investigation and could prevent another life lost.

Contact @CrimestoppersUK anonymously. No one will know you have contacted them.",3
19412,"It's the #NHSBirthday and this year it's all about saying thank you to everyone who helped them respond to the coronavirus.

To show our appreciation, officers and staff across London are taking part in the loudest #ClapForCarers so far to say #ThankYouTogether @NHSEnglandLdn",2
38606,"CCTV stills issued of man sought following two stabbings in #Kilburn #Brent in the early hours of Tues, 9Apr - do you recognise this man? If so, pls call 101 and quote CAD386/9APR.",3
28015,"#CHARGED | Detectives investigating the murder of 29yo Leshawn Williams in #Newham on 21 Dec have charged a second man with murder.

Jerome HYde, 28, will appear in court later today.

More",1
20445,"Stop &amp; Search | Intelligence-led stop and search protects the public.

We are highly accountable: officers have Body Worn Video and we do not hide from that scrutiny.

Weapons removed from the streets of #London prevents violence and saves lives 

#TacklingViolenceTogether",1
30410,"#WeRemember | Over 4,200 police officers &amp; staff who've died on duty since 1749 are now being commemorated on a new National digital memorial created by @UKpmemorial with @TwitterUK. 

View the new Police Digital Memorial here  

#CourageAndSacrifice",2
20599,"Operation targets violence across the capital and surrounding counties, working with @BTP @kent_police @EssexPoliceUK",1
