,base_text,tweet_class
1314,"WY Community Alert is here. Get local news, crime information and see what West Yorkshire Police is doing to keep Communities safe. Find out more at:",1
1315,"Did you know that you can get the latest update on the status of a previously reported crime, by entering your crime reference number on our Local Crime Tracker: 
Save time, do it online. #ClickB4UCall",1
1316,#TDYPolicePics,2
1317,"If you sign up to West Yorkshrie Community Alert, you can specialise your interest groups and receive crime information tailored to your interests. Find out more at:",1
1318,"#EVENT | We're hosting a lock-up evening tour on 18 May. 

 The evening includes a one hour talk by retired Cumbrian officer Ray Greenhow on the life and service of John Kent - Britain's first black police officer. 

 Tickets available now:",2
1319,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Huddersfield in relation to the crime of : Theft from Vehicle #police",3
1320,"@SSukita Hi, thanks for getting in touch. We can't take info via Twitter as it's not monitored 24/7. You can make non-urgent reports via our website here:",1
1321,If you are caught looking at indecent images of children your employer will be informed and you may lose your job. You can get help at:,1
1322,"Would your friends still want to know you if you were placed on the sex offenders register? Looking at indecent images of children is a crime. No excuses, you will be caught",1
1323,"We’re working with @StaffsUni to train new recruits. 

 Our new student programme sees officers earn while they learn with their training now leading to a degree in policing after three years. 

Why not join us?",1
1324,"Image Appeal: Robbery, Bradford #police",3
1325,"We're looking to recruit a comms officer to join our friendly, welcoming and award-winning Corporate Communications team.

 Find out more &amp; apply for the role here:",1
1326,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Calderdale, Halifax in relation to the crime of : Assault #police",3
1327,"Did you know that you can get the latest update on the status of a previously reported crime, by entering your crime reference number on our Local Crime Tracker : 
Save time, do it online. #ClickB4UCall",1
1328,Who's talking to #YourChild online? People may not always be who they say they are. Find out more at:,1
1329,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds South in relation to the crime of : Theft From Shop #police,3
1330,"Carrying a knife can lead you into more dangerous situations than it will ever protect you from. 

Whether you carry a knife, are thinking about carrying, or are worried about someone getting involved with knives, help is available. 

Contact @FearlessORG anonymously. #KnifeFree",1
1331,We are supporting #NSAW. If you are worried call 101 to speak to specially trained officers who can help #ReportingStalking,1
1332,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees in relation to the crime of : Theft from Motor Vehicle #police,3
1333,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford in relation to the crime of : Theft from Motor Vehicle #police,3
1334,Have you heard something that could be terrorist related? You could make the difference. Action Counters Terrorism,1
1335,Make sure your alarm and any outside lights are in working order. Always activate your alarm when you leave the house.,1
1336,"We can't be everywhere. But we could be anywhere. 

We're deploying plain clothed officers as part of #ProjectServator to help disrupt criminal activity. 

Find out more at:   

Follow our team @WYP_Servator",1
1337,"Appeal: Firearms Discharge, Bradford #police",3
1338,Who's making your friends with #YourChild online? People may not be who they say they are. Find out more at:,1
1339,"If you know someone who you believe to be at immediate risk of FGM, call 999 immediately. If you have concerns about the welfare of any young person, or you have information about FGM-related offending, you can call police or the NSPCC FGM Helpline on 0800 028 3550 #EndFGM",1
1340,The internet can be an amazing place for #YourChild but parents should remind them that people may now be who they say they are. More at:,1
1341,Who is talking to #YourChild online? People may not always be who they say they are. Find out more:,1
1342,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds East in relation to the crime of : Burglary #police",3
1343,"Did you know? Looking out for #OurNeighbours can help reduce the risks associated with dementia, heart disease and depression. Join the movement here:",1
1344,#POWERS | We'll be using section 60 powers across #Birmingham until 5.30am tomorrow. These allow us to stop and search people without the need to show reasonable grounds. For more on stop and search read here:,1
1345,Chances are someone living near you is either feeling lonely or needs a helping hand. Find out how you can look out for your neighbours here:,1
1346,We're encouraging parents and carers to have five minute chat with #YourChild about keeping safe online. Find out more about our new campaign:,1
1347,"LISTEN || Life or knife the choice is yours... We continue to urge parents, guardians &amp; teachers among others to TALK to young people and for us all to STOP and THINK about what next. For more information visit:",1
